filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
recording1.wav,0.45246422290802,0.1065128892660141,1775.1648889028213,1728.5122250080447,3467.7949626595127,0.10259457475348027,-199.88406372070312,125.2519302368164,-21.421293258666992,23.31711769104004,-20.758041381835938,19.342058181762695,-20.41338348388672,5.6961164474487305,-10.901915550231934,2.4635064601898193,-0.4397541880607605,-3.1681737899780273,-8.730101585388184,-3.917056083679199,0.15077106654644012,-8.935190200805664,-5.48790979385376,-3.082413673400879,2.1231400966644287,-4.374226093292236
